             angle (deg)             energy (J/mol)
           0.0000000000           29.3347098169
          10.0000000000          960.5259956202
          20.0000000000         3276.3245162200
          30.0000000000         6554.4291213234
          40.0000000000         9924.3054486258
          50.0000000000        12485.0998629270
          60.0000000000        13310.0345438735
          70.0000000000        12176.4671035607
          80.0000000000         9530.8296613403
          90.0000000000         6196.3030641456
         100.0000000000         3049.8357709565
         110.0000000000          816.8770218768
         120.0000000000            0.0000000000
         130.0000000000          829.4032817581
         140.0000000000         3192.1168592631
         150.0000000000         6552.7803075371
         160.0000000000        10040.0059762938
         170.0000000000        12563.6863247350
         180.0000000000        13315.0650016825
         190.0000000000        12099.3693002489
         200.0000000000         9386.4560495387
         210.0000000000         6023.6869505585
         220.0000000000         2899.4996490522
         230.0000000000          741.9662599507
         240.0000000000           13.0224793303
         250.0000000000          893.7280282748
         260.0000000000         3207.7910934645
         270.0000000000         6445.4735027993
         280.0000000000         9845.0101018906
         290.0000000000        12418.2310070888
         300.0000000000        13311.4838198406
         310.0000000000        12245.2683273053
         320.0000000000         9532.7804077006
         330.0000000000         6088.5551754697
         340.0000000000         2900.5419725169
         350.0000000000          719.1506661406
         360.0000000000           18.1920885034
