             angle (deg)             energy (J/mol)
           0.0000000000           50.0551548091
          10.0000000000         3092.0012987007
          20.0000000000        10176.7708895292
          30.0000000000        15514.4829900295
          40.0000000000        25382.5082236985
          50.0000000000        35843.7572738386
          60.0000000000        45461.2100519815
          70.0000000000        53182.1776409366
          80.0000000000        55949.4046072614
          90.0000000000        53436.7303542416
         100.0000000000        48367.7959251314
         110.0000000000        41455.8918705743
         120.0000000000        33733.2807186279
         130.0000000000        26453.2316994253
         140.0000000000        20908.4648035980
         150.0000000000        18036.4751420061
         160.0000000000        18105.4969077943
         170.0000000000         6210.6697993653
         180.0000000000        13632.3172771160
         190.0000000000        20413.4976937479
         200.0000000000        25597.2321040468
         210.0000000000        28515.4095591630
         220.0000000000        29021.3355053400
         230.0000000000        27459.4860261778
         240.0000000000        24742.3877287761
         250.0000000000        21878.6683917321
         260.0000000000        19668.8429218690
         270.0000000000        18706.5709688011
         280.0000000000        19217.5221216937
         290.0000000000        21041.4542478181
         300.0000000000        21379.0095137038
         310.0000000000        21492.9903389436
         320.0000000000        18823.5894974884
         330.0000000000        12900.4828209777
         340.0000000000         6129.0010007856
         350.0000000000         1225.9561548709
         360.0000000000            0.0000000000
