             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         2421.2963559628
          20.0000000000         4602.4671202954
          30.0000000000         9627.4953151579
          40.0000000000        16311.4613486335
          50.0000000000        23770.1808842430
          60.0000000000        31353.9582291556
          70.0000000000        37221.1575116271
          80.0000000000        39199.3745113218
          90.0000000000        37202.2749166505
         100.0000000000        32328.7380635017
         110.0000000000        27309.3100598620
         120.0000000000        23881.4495681565
         130.0000000000        22689.0473015280
         140.0000000000        23669.2934266770
         150.0000000000        26502.2051483898
         160.0000000000        30640.7989536092
         170.0000000000        35118.0113521051
         180.0000000000        38609.0019876903
         190.0000000000        38795.9927132118
         200.0000000000        35994.3060612211
         210.0000000000        32157.6289867155
         220.0000000000        28306.0206945206
         230.0000000000        25339.2741176194
         240.0000000000        23761.4957306272
         250.0000000000        23758.7599599029
         260.0000000000        25400.1647103731
         270.0000000000        28363.7580618607
         280.0000000000        31840.6235083451
         290.0000000000        34847.0466391800
         300.0000000000        36416.4102990176
         310.0000000000        36006.3098466339
         320.0000000000        33391.8160836052
         330.0000000000        28518.8148325838
         340.0000000000        14013.7078886075
         350.0000000000         3986.0417615871
         360.0000000000           26.8877441568
