             angle (deg)             energy (J/mol)
           0.0000000000           38.3900588780
          10.0000000000          720.0459616757
          20.0000000000         2717.0772934756
          30.0000000000         5561.9009078841
          40.0000000000         8577.0748297341
          50.0000000000        10941.7654087681
          60.0000000000        11929.7305033558
          70.0000000000        11149.3400530914
          80.0000000000         8839.3596401368
          90.0000000000         5771.4210476235
         100.0000000000         2823.7828586868
         110.0000000000          741.3046339690
         120.0000000000           32.2988992996
         130.0000000000          789.6505883874
         140.0000000000         2815.3287491523
         150.0000000000         5671.3002361169
         160.0000000000         8640.2679858395
         170.0000000000        10971.9927886480
         180.0000000000        11954.2605486500
         190.0000000000        11295.0290401417
         200.0000000000         9127.0592891819
         210.0000000000         6069.4284090513
         220.0000000000         3054.5905512109
         230.0000000000          858.0369832133
         240.0000000000            0.0000000000
         250.0000000000          611.6495745278
         260.0000000000         2559.6628238899
         270.0000000000         5431.1588915049
         280.0000000000         8486.3664352243
         290.0000000000        10910.5245859150
         300.0000000000        11904.9379083153
         310.0000000000        11151.5979829699
         320.0000000000         8899.1186424791
         330.0000000000         5880.1167417241
         340.0000000000         2920.7924529303
         350.0000000000          806.3198869589
         360.0000000000           14.6844206263
