             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1179.4559268843
          20.0000000000         5145.8615749451
          30.0000000000        11166.1511286483
          40.0000000000        18202.2098205572
          50.0000000000        25162.8063955801
          60.0000000000        30673.9511402935
          70.0000000000        30571.6905463465
          80.0000000000        30924.7047553342
          90.0000000000        29987.7268678493
         100.0000000000        28709.9564732118
         110.0000000000        27364.3326604038
         120.0000000000        25911.4099192742
         130.0000000000        24664.6755584280
         140.0000000000        23980.8299889216
         150.0000000000        23977.7686560760
         160.0000000000        24571.9324015555
         170.0000000000        25466.6607451445
         180.0000000000        25869.0842359414
         190.0000000000        25123.4449017301
         200.0000000000        23523.8617385781
         210.0000000000        21874.1236514836
         220.0000000000        20784.0187358591
         230.0000000000        20171.3005828472
         240.0000000000        20084.8533746150
         250.0000000000        20585.4548069745
         260.0000000000        21565.9976136040
         270.0000000000        22921.9107604901
         280.0000000000        24543.8132980031
         290.0000000000        25938.5444601956
         300.0000000000        26312.8593496269
         310.0000000000        24083.0748298868
         320.0000000000        19949.9236857738
         330.0000000000        13661.9460430906
         340.0000000000         6894.0191497211
         350.0000000000         1926.3397481502
         360.0000000000           25.9661936023
