             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1035.4183790924
          20.0000000000         3460.7790088364
          30.0000000000         6798.1595241936
          40.0000000000        10491.6182070054
          50.0000000000        14102.2187396940
          60.0000000000        17255.7355000730
          70.0000000000        19687.7255168456
          80.0000000000        21312.4530921788
          90.0000000000        22240.2154751633
         100.0000000000        22678.2538715847
         110.0000000000        22953.1752127413
         120.0000000000        23364.7827020750
         130.0000000000        24106.5257945100
         140.0000000000        25217.7791115551
         150.0000000000        26573.3955769606
         160.0000000000        27922.5008026264
         170.0000000000        28984.9460773890
         180.0000000000        26610.0134235208
         190.0000000000        26486.2867425974
         200.0000000000        25725.5166527283
         210.0000000000        24419.4906286465
         220.0000000000        22847.1837834014
         230.0000000000        21381.5168659682
         240.0000000000        20401.6146813944
         250.0000000000        20197.5923384216
         260.0000000000        20895.0983836926
         270.0000000000        22476.5183389818
         280.0000000000        24700.9599664506
         290.0000000000        27195.1270708833
         300.0000000000        29510.7733124600
         310.0000000000        11712.7119360721
         320.0000000000         8698.2626522803
         330.0000000000         5444.2207532151
         340.0000000000         2547.6984210061
         350.0000000000          579.6736117282
         360.0000000000           30.4400453580
