             angle (deg)             energy (J/mol)
           0.0000000000         1151.0375163793
          10.0000000000         2278.8446100299
          20.0000000000         5476.4067560208
          30.0000000000        10081.9877190513
          40.0000000000        14995.6815924518
          50.0000000000        19097.3687461960
          60.0000000000        21528.3426945233
          70.0000000000        21789.5615519139
          80.0000000000        19830.1667607408
          90.0000000000        15976.4528175413
         100.0000000000        11013.9115193292
         110.0000000000         5993.8770250694
         120.0000000000         2027.7549311288
         130.0000000000            0.0000000000
         140.0000000000          265.8318606597
         150.0000000000         2463.5143935966
         160.0000000000         5767.6823358144
         170.0000000000         8909.4394823715
         180.0000000000        10863.1526919407
         190.0000000000        11127.2543481345
         200.0000000000         9905.5173715399
         210.0000000000         7698.6455891220
         220.0000000000         5180.3763959727
         230.0000000000         3033.5471698680
         240.0000000000         1750.6885564385
         250.0000000000         1581.7035091109
         260.0000000000         2477.4505467666
         270.0000000000         4331.8017143230
         280.0000000000         6871.0171453031
         290.0000000000         9485.7629561898
         300.0000000000        11387.8850936574
         310.0000000000        11873.5736869307
         320.0000000000        10589.8092762270
         330.0000000000         7862.6001787897
         340.0000000000         4636.6826343703
         350.0000000000         2125.1741033468
         360.0000000000         1169.2716128840
