             angle (deg)             energy (J/mol)
           0.0000000000           11.0559799882
          10.0000000000           82.1702691221
          20.0000000000          365.8003932925
          30.0000000000          687.5081418786
          40.0000000000          877.4893117530
          50.0000000000          873.9370104026
          60.0000000000          772.0649903549
          70.0000000000          713.5163434821
          80.0000000000          765.7716671867
          90.0000000000          862.5475920260
         100.0000000000          614.6085129171
         110.0000000000          195.8465364650
         120.0000000000            0.0000000000
         130.0000000000          122.4454369611
         140.0000000000          407.6718650283
         150.0000000000          716.5146644005
         160.0000000000          871.3613949683
         170.0000000000          852.6967165632
         180.0000000000          741.9216264774
         190.0000000000          692.7985241112
         200.0000000000          753.1377619049
         210.0000000000          848.9685067917
         220.0000000000          665.4486920903
         230.0000000000          255.3981242734
         240.0000000000            7.6349535856
         250.0000000000           69.6387582966
         260.0000000000          344.1636489884
         270.0000000000          661.8176258309
         280.0000000000          848.1808568063
         290.0000000000          859.0740557338
         300.0000000000          762.5501789017
         310.0000000000          721.3193290725
         320.0000000000          795.4319391248
         330.0000000000          872.0466504974
         340.0000000000          588.7578412808
         350.0000000000          212.6628631154
         360.0000000000           19.7726394183
