             angle (deg)             energy (J/mol)
           0.0000000000           10.2000669822
          10.0000000000         1481.4225421649
          20.0000000000         5935.2102307586
          30.0000000000        13133.2176304640
          40.0000000000        22216.5019604952
          50.0000000000        31995.6435220112
          60.0000000000        40823.0413847363
          70.0000000000        46511.4782583822
          80.0000000000        45498.9279829894
          90.0000000000        40979.9307542323
         100.0000000000        35008.8824503334
         110.0000000000        28515.8401412127
         120.0000000000        22074.1631112056
         130.0000000000        16172.5382745038
         140.0000000000        11110.9867511212
         150.0000000000         7197.8131126812
         160.0000000000         4664.3370244373
         170.0000000000         3633.7338120544
         180.0000000000         4165.8254898022
         190.0000000000         6212.0271829137
         200.0000000000         9630.7115524986
         210.0000000000        14191.3885914393
         220.0000000000        19596.0981974027
         230.0000000000        25467.7844591396
         240.0000000000        31317.5661755833
         250.0000000000        36097.6719907092
         260.0000000000        34881.8502652719
         270.0000000000        30228.0283677513
         280.0000000000        24909.5323007653
         290.0000000000        19649.3170795137
         300.0000000000        14806.6639812824
         310.0000000000        10593.1856690070
         320.0000000000         7132.9081307131
         330.0000000000         4495.2101999750
         340.0000000000         2556.9585591292
         350.0000000000          758.5121601399
         360.0000000000            0.0000000000
