             angle (deg)             energy (J/mol)
           0.0000000000          112.4501588916
          10.0000000000          573.6900975502
          20.0000000000         1726.5549617583
          30.0000000000         2838.2021037961
          40.0000000000         4054.6198176666
          50.0000000000         5755.6207894185
          60.0000000000         7899.5120813584
          70.0000000000        10181.4810361611
          80.0000000000        12385.6721833657
          90.0000000000        14224.0760646382
         100.0000000000        15190.9610209751
         110.0000000000        14927.8307996041
         120.0000000000        13531.3195485282
         130.0000000000        11572.6546462083
         140.0000000000         9553.3643266516
         150.0000000000         7844.4999828543
         160.0000000000         6631.1409762081
         170.0000000000         6007.3799708669
         180.0000000000         6006.8312413791
         190.0000000000         6554.6024044217
         200.0000000000         7467.6987450845
         210.0000000000         8344.0197093692
         220.0000000000         7163.3035425978
         230.0000000000         4130.4206241836
         240.0000000000         2105.0785274285
         250.0000000000         1603.8469749016
         260.0000000000         2621.6823815828
         270.0000000000         4861.7326057044
         280.0000000000         7941.5673380808
         290.0000000000        11396.4783547053
         300.0000000000        14822.1623069134
         310.0000000000        17934.9943214789
         320.0000000000        20603.0377795350
         330.0000000000        22920.6190144902
         340.0000000000        25000.5373767556
         350.0000000000         1261.8021044276
         360.0000000000            0.0000000000
