             angle (deg)             energy (J/mol)
           0.0000000000           24.1992322287
          10.0000000000          999.3072541681
          20.0000000000         4772.8463080791
          30.0000000000        10209.3559682718
          40.0000000000        15847.0918141086
          50.0000000000        20117.4909632471
          60.0000000000        21644.9568963295
          70.0000000000        20810.2396029408
          80.0000000000        18020.6748839503
          90.0000000000        14121.7734626900
         100.0000000000        10148.2212040764
         110.0000000000         7223.6480313357
         120.0000000000         6265.3274555551
         130.0000000000         7588.8576871392
         140.0000000000        10889.9117866218
         150.0000000000        15198.7351260740
         160.0000000000        19350.0862351067
         170.0000000000        22231.3150307465
         180.0000000000        23103.7056216698
         190.0000000000        21735.4158684534
         200.0000000000        18477.0235163133
         210.0000000000        10355.3626408779
         220.0000000000         5415.7865898775
         230.0000000000         1726.5365834537
         240.0000000000         1205.7870649878
         250.0000000000         4145.4988699518
         260.0000000000         9527.4532685602
         270.0000000000        15757.5911494470
         280.0000000000        21268.2816827126
         290.0000000000        24844.0628363275
         300.0000000000        25741.6135924139
         310.0000000000        23729.1679509853
         320.0000000000        19344.5595579979
         330.0000000000        13432.8212959377
         340.0000000000         7246.6054021312
         350.0000000000         2297.1679736304
         360.0000000000            0.0000000000
