             angle (deg)             energy (J/mol)
           0.0000000000           48.4352213651
          10.0000000000            0.0000000000
          20.0000000000          435.1555974690
          30.0000000000         1281.8740507985
          40.0000000000         2524.5572653732
          50.0000000000         4065.9514752094
          60.0000000000         5824.5322843341
          70.0000000000         7706.7951407596
          80.0000000000         9512.2279948624
          90.0000000000        11035.5325106515
         100.0000000000        12096.6676609603
         110.0000000000        12594.1710035663
         120.0000000000        12551.8348183452
         130.0000000000        12072.2557632535
         140.0000000000        11311.1154777897
         150.0000000000        10520.1495140043
         160.0000000000         9928.3618458415
         170.0000000000         9641.7386518460
         180.0000000000         9590.1344520856
         190.0000000000         9584.9333369489
         200.0000000000         9348.2629031570
         210.0000000000         8604.9418852792
         220.0000000000         7255.2853046536
         230.0000000000         5474.3221092406
         240.0000000000         3608.7154238768
         250.0000000000         2018.0668365774
         260.0000000000          956.7400248657
         270.0000000000          527.4235391170
         280.0000000000          661.3161552884
         290.0000000000         1160.2950288810
         300.0000000000         1751.4289474784
         310.0000000000         2182.4126257658
         320.0000000000         2247.8847156756
         330.0000000000         1881.3124255288
         340.0000000000         1216.6960168972
         350.0000000000          509.5255064728
         360.0000000000           24.3068776291
