             angle (deg)             energy (J/mol)
           0.0000000000            9.4071659034
          10.0000000000          322.4743944962
          20.0000000000         1156.0679740391
          30.0000000000         2339.3492542072
          40.0000000000         3720.6168532806
          50.0000000000         5002.1023301798
          60.0000000000         5753.5282660728
          70.0000000000         5680.6443899439
          80.0000000000         4672.6493568371
          90.0000000000         3093.3245505149
         100.0000000000         1546.9812735493
         110.0000000000          436.5051044519
         120.0000000000           43.0371935828
         130.0000000000          327.4103342652
         140.0000000000         1172.1202802514
         150.0000000000         2414.6407137655
         160.0000000000         3827.9499128885
         170.0000000000         5120.4257322275
         180.0000000000         5819.0843719850
         190.0000000000         5669.9192230212
         200.0000000000         4627.2229582789
         210.0000000000         3038.6091334914
         220.0000000000         1459.3657176995
         230.0000000000          374.3332677360
         240.0000000000            0.0000000000
         250.0000000000          350.7326495619
         260.0000000000         1235.4447113047
         270.0000000000         2476.6471437994
         280.0000000000         3846.3362884162
         290.0000000000         5069.8376009123
         300.0000000000         5824.4771488232
         310.0000000000         5689.2245234820
         320.0000000000         4656.4316442413
         330.0000000000         3033.6600663619
         340.0000000000         1456.8688673235
         350.0000000000          380.2117619855
         360.0000000000           40.4825822237
