             angle (deg)             energy (J/mol)
           0.0000000000          361.2976610453
          10.0000000000         1532.2994783951
          20.0000000000         3338.1445359445
          30.0000000000         5410.0551237069
          40.0000000000         7139.3642349419
          50.0000000000         7935.3764095181
          60.0000000000         7485.2344586996
          70.0000000000         6007.3117079955
          80.0000000000         3984.6318681491
          90.0000000000         2049.2131415397
         100.0000000000          630.0412011489
         110.0000000000           55.4768121388
         120.0000000000          451.4441987068
         130.0000000000         1674.3206422782
         140.0000000000         3547.1159461960
         150.0000000000         5579.1425656400
         160.0000000000         7287.5684509714
         170.0000000000         7994.8912402695
         180.0000000000         7454.9703219119
         190.0000000000         5879.7386698625
         200.0000000000         3884.3587774702
         210.0000000000         1975.2816910019
         220.0000000000          604.0881350563
         230.0000000000           46.4923515703
         240.0000000000          431.4641447545
         250.0000000000         1662.4560083787
         260.0000000000         3535.5269898511
         270.0000000000         5627.3546194893
         280.0000000000         7322.2723080790
         290.0000000000         7953.4293465082
         300.0000000000         7246.6631631142
         310.0000000000         5565.7210103729
         320.0000000000         3527.7712632061
         330.0000000000         1752.5106534723
         340.0000000000          503.0300198641
         350.0000000000            0.0000000000
         360.0000000000          346.8757903146
