             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          207.4512457918
          20.0000000000         1371.8210504916
          30.0000000000         3092.6813031363
          40.0000000000         4839.3423428506
          50.0000000000         6238.9936918303
          60.0000000000         7045.8255513693
          70.0000000000         7086.4840421634
          80.0000000000         6291.8975140069
          90.0000000000         4755.9984753159
         100.0000000000         2851.9045875620
         110.0000000000         1130.9104344974
         120.0000000000          117.8770670161
         130.0000000000          158.1706134583
         140.0000000000         1240.1916149936
         150.0000000000         2952.6975270880
         160.0000000000         4767.3642642944
         170.0000000000         6222.8284892733
         180.0000000000         7064.2775642962
         190.0000000000         7129.9203118322
         200.0000000000         6300.7874565353
         210.0000000000         4689.8227514231
         220.0000000000         2691.2371237277
         230.0000000000          938.6923388198
         240.0000000000           18.0844429537
         250.0000000000          217.4570257497
         260.0000000000         1402.0878127514
         270.0000000000         3131.6227169743
         280.0000000000         4863.9380255440
         290.0000000000         6254.9961134759
         300.0000000000         7048.3906647659
         310.0000000000         7055.2143388188
         320.0000000000         6200.9213183588
         330.0000000000         4579.5386298421
         340.0000000000         2615.0766238030
         350.0000000000          882.3701158619
         360.0000000000            3.5785562206
