             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1606.3543273152
          20.0000000000         5573.5922588346
          30.0000000000        11047.9196190194
          40.0000000000        17065.2633618430
          50.0000000000        22586.7525759961
          60.0000000000        26730.0013924858
          70.0000000000        28536.5763390375
          80.0000000000        27430.8838306861
          90.0000000000        23965.4813166923
         100.0000000000        19694.6227050126
         110.0000000000        15974.2972822684
         120.0000000000        13640.7346295935
         130.0000000000        13157.7187952666
         140.0000000000        14489.8974234095
         150.0000000000        17295.7691219424
         160.0000000000        21065.5038266450
         170.0000000000        24986.0078606245
         180.0000000000        28041.9662972722
         190.0000000000        29282.0949003386
         200.0000000000        28360.8358805284
         210.0000000000        25835.5303478482
         220.0000000000        22838.6351559761
         230.0000000000        20456.7370509204
         240.0000000000        19478.9142621826
         250.0000000000        20191.1546127959
         260.0000000000        22464.2021191066
         270.0000000000        25843.7770428487
         280.0000000000        29632.0267724055
         290.0000000000        15717.7124320728
         300.0000000000        18004.5595658108
         310.0000000000        18309.4536133678
         320.0000000000        15566.5335248214
         330.0000000000        10313.4544120851
         340.0000000000         4888.4890747641
         350.0000000000         1156.8608751179
         360.0000000000           14.3877392950
