             angle (deg)             energy (J/mol)
          -0.0000000000           58.1495709359
         -10.0000000000          126.1500171854
         -20.0000000000          685.7123000134
         -30.0000000000         1725.0295465036
         -40.0000000000         3156.1081287951
         -50.0000000000         4746.8932419865
         -60.0000000000         4889.9751077883
         -70.0000000000         5668.1391342871
         -80.0000000000         7891.2837648117
         -90.0000000000        11764.9541324162
        -100.0000000000        17021.9084827045
        -110.0000000000        23028.4272897705
        -120.0000000000        28958.0793373074
        -130.0000000000        33885.4914476048
        -140.0000000000        36828.9235857748
        -150.0000000000        37445.1651594964
        -160.0000000000        36276.8807345663
        -170.0000000000        34069.3840830744
        -180.0000000000        31393.9971019692
        -190.0000000000        28597.9132668226
        -200.0000000000        25917.7636288975
        -210.0000000000        23518.3613163395
        -220.0000000000        21524.0395003937
        -230.0000000000          756.7163182747
        -240.0000000000          876.4627412701
        -250.0000000000         1474.0370109653
        -260.0000000000         2317.2451710948
        -270.0000000000         3162.3673203784
        -280.0000000000         3800.2692681007
        -290.0000000000         4076.5584946940
        -300.0000000000         3938.4204450775
        -310.0000000000         3438.0474310288
        -320.0000000000         2685.2221037355
        -330.0000000000         1823.4569107506
        -340.0000000000          989.4537532332
        -350.0000000000          338.0094773335
        -360.0000000000            0.0000000000
