             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          576.0504220343
          20.0000000000         1691.5859292829
          30.0000000000         2982.6413531463
          40.0000000000         4132.5078965852
          50.0000000000         4898.2585598459
          60.0000000000         5196.7857702699
          70.0000000000         5148.9465373381
          80.0000000000         4937.0214397906
          90.0000000000         4822.3264783810
         100.0000000000         4990.1641823155
         110.0000000000         5515.2273970978
         120.0000000000         6376.5094981433
         130.0000000000         7429.7760253132
         140.0000000000         8432.6985926097
         150.0000000000         9129.9289604753
         160.0000000000         9304.0337327078
         170.0000000000         8810.1745837216
         180.0000000000         7639.7740058985
         190.0000000000         5977.6593126229
         200.0000000000         4124.4134806076
         210.0000000000         2500.3396546907
         220.0000000000         1522.2280608886
         230.0000000000          163.9152072879
         240.0000000000           49.7400948747
         250.0000000000         1439.1572454365
         260.0000000000         4267.3798242941
         270.0000000000         8232.1261565309
         280.0000000000        12605.0431985679
         290.0000000000         9217.0824283118
         300.0000000000         9316.6335064047
         310.0000000000         8266.1841406387
         320.0000000000         5851.5933114399
         330.0000000000         3240.6098417605
         340.0000000000         1407.6223665749
         350.0000000000          745.9753983703
         360.0000000000         1303.0775877301
