             angle (deg)             energy (J/mol)
           0.0000000000            3.6179388243
          10.0000000000          695.4213984908
          20.0000000000         2682.8959107617
          30.0000000000         5702.0422138997
          40.0000000000         9337.7556528059
          50.0000000000        13094.7881890569
          60.0000000000        16431.1946441192
          70.0000000000        18888.8331690129
          80.0000000000        20181.0543147979
          90.0000000000        20236.7674218129
         100.0000000000        19216.2960133916
         110.0000000000        17412.0551361553
         120.0000000000        15191.8720694920
         130.0000000000        12946.9935510765
         140.0000000000        11002.3120609466
         150.0000000000         9542.7363032410
         160.0000000000         8610.1797575476
         170.0000000000         8134.1451271662
         180.0000000000         7992.5624218237
         190.0000000000         8126.3053845934
         200.0000000000         8597.9659322033
         210.0000000000         9529.9422423707
         220.0000000000        10988.0844772402
         230.0000000000        12921.3319154457
         240.0000000000        15152.4685675661
         250.0000000000        17374.3739622044
         260.0000000000        19196.3737204223
         270.0000000000        20241.3751740631
         280.0000000000        20199.3172917940
         290.0000000000        18918.7559909213
         300.0000000000        16468.3375906199
         310.0000000000        13138.1325662324
         320.0000000000         9379.2464270587
         330.0000000000         5727.2548890269
         340.0000000000         2696.2308245544
         350.0000000000          696.1040284732
         360.0000000000            0.0000000000
