             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          481.8159809696
          20.0000000000         1867.0008257453
          30.0000000000         3912.3807374358
          40.0000000000         6183.7794298856
          50.0000000000         8008.3259229717
          60.0000000000         8698.6407242166
          70.0000000000         7969.7021945403
          80.0000000000         6175.1074038542
          90.0000000000         3956.5626490142
         100.0000000000         1922.6798012500
         110.0000000000          522.4639698007
         120.0000000000            8.7271614678
         130.0000000000          455.4822173940
         140.0000000000         1789.7533688826
         150.0000000000         3780.0765485210
         160.0000000000         6015.0753109822
         170.0000000000         7879.8654658691
         180.0000000000         8694.6473389280
         190.0000000000         8107.4122875791
         200.0000000000         6344.6648102169
         210.0000000000         4088.3023553848
         220.0000000000         2000.2554455569
         230.0000000000          559.5281512431
         240.0000000000            4.8072902187
         250.0000000000          416.2703770203
         260.0000000000         1747.3961796608
         270.0000000000         3767.9808706894
         280.0000000000         6039.6132326180
         290.0000000000         7924.0736324669
         300.0000000000         8706.4043272778
         310.0000000000         8042.8459950928
         320.0000000000         6236.9458020325
         330.0000000000         3969.6901483475
         340.0000000000         1911.3638968383
         350.0000000000          504.1091002366
         360.0000000000            3.8804887200
