             angle (deg)             energy (J/mol)
           0.0000000000           13.5974636883
          10.0000000000          909.1055809957
          20.0000000000         3247.7774562393
          30.0000000000         6293.5437024703
          40.0000000000         9226.5473551983
          50.0000000000        11247.8435566261
          60.0000000000        11850.1778576692
          70.0000000000        10977.2385372580
          80.0000000000         9221.2307180955
          90.0000000000         7374.5197552181
         100.0000000000         6418.2129377250
         110.0000000000         6707.7215561449
         120.0000000000         8307.4937553769
         130.0000000000        11027.7794096278
         140.0000000000        14478.6156504335
         150.0000000000        17799.6498037191
         160.0000000000        19973.3799014904
         170.0000000000        20176.0789924998
         180.0000000000        18432.3243811360
         190.0000000000        15546.7162517805
         200.0000000000        12535.3204242688
         210.0000000000        10221.7929610572
         220.0000000000         9254.2542553040
         230.0000000000         9875.9883746988
         240.0000000000        11980.3632681443
         250.0000000000        15410.9070206845
         260.0000000000        19682.9812386288
         270.0000000000        24014.5702874736
         280.0000000000        27211.0638549803
         290.0000000000        28108.7065036346
         300.0000000000        26070.6228560479
         310.0000000000         6957.1309151469
         320.0000000000         4000.2063332171
         330.0000000000         2307.8380050422
         340.0000000000         1905.7269487077
         350.0000000000          835.1872579676
         360.0000000000            0.0000000000
