             angle (deg)             energy (J/mol)
           0.0000000000           44.5127245693
          10.0000000000          867.5938026677
          20.0000000000         3785.1778948227
          30.0000000000         7608.4176610794
          40.0000000000        11096.3968483857
          50.0000000000        13245.6179049381
          60.0000000000        13611.8357527706
          70.0000000000        12335.0341676330
          80.0000000000         9982.6099240568
          90.0000000000         7387.5264815666
         100.0000000000         5341.2854059259
         110.0000000000         4519.4540656770
         120.0000000000         5241.2696143477
         130.0000000000         7458.5304996787
         140.0000000000        10781.2265944095
         150.0000000000        14658.8168331885
         160.0000000000        18623.1457108854
         170.0000000000        22838.1993229822
         180.0000000000        28324.5199665422
         190.0000000000        33909.5489026988
         200.0000000000        13533.0103704650
         210.0000000000        13326.7537271610
         220.0000000000        15246.8080285592
         230.0000000000        20619.1005876356
         240.0000000000        29014.0707473490
         250.0000000000        36883.4105843385
         260.0000000000        41450.0501333818
         270.0000000000        42664.9529338859
         280.0000000000        41788.2959057408
         290.0000000000        40110.6014961546
         300.0000000000        37431.9116362342
         310.0000000000        30423.8644023279
         320.0000000000        22463.6901466758
         330.0000000000        14263.2905305586
         340.0000000000         7083.5093509415
         350.0000000000         2082.9481891474
         360.0000000000            0.0000000000
