             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          760.2266116240
          20.0000000000         3266.2924813919
          30.0000000000         7658.6986088763
          40.0000000000        13711.3159423707
          50.0000000000        20761.2845325794
          60.0000000000        27683.9137540592
          70.0000000000        32993.4122331163
          80.0000000000        31675.3482923352
          90.0000000000        30686.6218026323
         100.0000000000        29287.3931591367
         110.0000000000        27736.8753372188
         120.0000000000        26220.7016790008
         130.0000000000        24950.9023021078
         140.0000000000        24181.8015010865
         150.0000000000        24156.9721488397
         160.0000000000        25032.8782840564
         170.0000000000        26828.6151671915
         180.0000000000        29438.0154604840
         190.0000000000        32613.9487385870
         200.0000000000        36036.1880349944
         210.0000000000        39334.2149330671
         220.0000000000        41960.7203579249
         230.0000000000        42887.3248954787
         240.0000000000        41296.9309816586
         250.0000000000        25412.0555991428
         260.0000000000        21116.5251653327
         270.0000000000        17267.5292454798
         280.0000000000        14341.1681074395
         290.0000000000        11850.7003322869
         300.0000000000         9265.0345577376
         310.0000000000         7188.7603892414
         320.0000000000         5939.3138872181
         330.0000000000         5409.8923426462
         340.0000000000         2292.8227713504
         350.0000000000          636.3213968074
         360.0000000000            5.2772547229
