             angle (deg)             energy (J/mol)
           0.0000000000            0.4988449211
          10.0000000000         1087.0330808905
          20.0000000000         3905.4993023253
          30.0000000000         7907.2756844197
          40.0000000000        12409.5248495470
          50.0000000000        16502.6843797919
          60.0000000000        19295.3156825722
          70.0000000000        19970.2765606435
          80.0000000000        17718.1542880884
          90.0000000000        13305.6158276287
         100.0000000000         8536.3008169740
         110.0000000000         4597.3683994657
         120.0000000000         2444.0594395848
         130.0000000000         2481.4019240539
         140.0000000000         4712.5805842502
         150.0000000000         8510.2033484239
         160.0000000000        12859.5722823256
         170.0000000000        16683.3082680312
         180.0000000000        19013.4236392840
         190.0000000000        19297.7967799664
         200.0000000000        17605.4573322831
         210.0000000000        14477.0797329918
         220.0000000000        10870.6458685408
         230.0000000000         7744.0168521693
         240.0000000000         5934.8899198799
         250.0000000000         5844.6357366687
         260.0000000000         7430.2906232161
         270.0000000000        10343.5085090160
         280.0000000000        13790.7819465828
         290.0000000000        16780.6513006630
         300.0000000000        18210.1335790578
         310.0000000000        17255.0056110707
         320.0000000000        13693.3391448175
         330.0000000000         8628.3035829558
         340.0000000000         3960.2593528222
         350.0000000000          953.7705845880
         360.0000000000            0.0000000000
