             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          254.6761116873
          20.0000000000         1743.4684319208
          30.0000000000         4248.0430177204
          40.0000000000         7359.8825933880
          50.0000000000        10524.4317042079
          60.0000000000        13237.3843372980
          70.0000000000        15137.1120188459
          80.0000000000        16048.0764537831
          90.0000000000        16036.5242543460
         100.0000000000        15309.1531480749
         110.0000000000        13821.9492553218
         120.0000000000        10942.6186961528
         130.0000000000         9005.9554826381
         140.0000000000         8179.5190156856
         150.0000000000         8295.4873444919
         160.0000000000         9040.2471362992
         170.0000000000         9999.4183739924
         180.0000000000        10748.3737146779
         190.0000000000        11007.2374986780
         200.0000000000        10684.3115180568
         210.0000000000         9910.7946262628
         220.0000000000         8945.5611093335
         230.0000000000         8095.5529046984
         240.0000000000         7583.2811253144
         250.0000000000         7492.2314158507
         260.0000000000         7786.6785993625
         270.0000000000         8306.6220893891
         280.0000000000         8835.2664858641
         290.0000000000         9101.6208209922
         300.0000000000         8835.0984538592
         310.0000000000         7910.4892962883
         320.0000000000         6355.4424871038
         330.0000000000         4393.5140884977
         340.0000000000         2409.3818374965
         350.0000000000          789.8790068474
         360.0000000000           10.2499513997
