             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          771.7866874774
          20.0000000000         3061.3197073730
          30.0000000000         6880.3429208254
          40.0000000000        12108.5007888962
          50.0000000000        18510.0943124672
          60.0000000000        25480.5863964262
          70.0000000000        32297.9540777177
          80.0000000000        37934.4690660473
          90.0000000000        41347.7422804895
         100.0000000000        41941.0789934544
         110.0000000000        39880.9936570624
         120.0000000000        35884.8200916630
         130.0000000000        30766.6496638419
         140.0000000000        25207.3401242246
         150.0000000000        19787.6887985343
         160.0000000000        15018.1716244391
         170.0000000000        11280.8802214936
         180.0000000000         8845.8314973474
         190.0000000000         7869.6995305464
         200.0000000000         8356.6194832152
         210.0000000000        10194.9787310144
         220.0000000000        13203.2895962824
         230.0000000000        17071.5225535755
         240.0000000000        21334.6858250654
         250.0000000000        25323.8309273500
         260.0000000000        28170.6210413991
         270.0000000000        28939.3673998076
         280.0000000000        27157.5036580646
         290.0000000000        23231.1920183284
         300.0000000000        18189.0560662791
         310.0000000000        13099.1071364667
         320.0000000000         8654.4483107498
         330.0000000000         5121.0059678281
         340.0000000000         2420.5822199422
         350.0000000000          624.4095038132
         360.0000000000           15.5560867633
