             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          574.5197555368
          20.0000000000         2655.4358076444
          30.0000000000         5775.2569029448
          40.0000000000         9267.8202130287
          50.0000000000        12176.2334341566
          60.0000000000        13571.5605847823
          70.0000000000        12882.1515809609
          80.0000000000        10332.9855055338
          90.0000000000         6918.9771511451
         100.0000000000         3619.4300887619
         110.0000000000         1214.0757679896
         120.0000000000           90.2042986445
         130.0000000000          430.0122433153
         140.0000000000         2249.0189315590
         150.0000000000         5262.5597926045
         160.0000000000         8807.6803588177
         170.0000000000        11912.0346343014
         180.0000000000        13538.1169675617
         190.0000000000        13007.7896257155
         200.0000000000        10573.7648465802
         210.0000000000         7190.9815620628
         220.0000000000         3863.5595675689
         230.0000000000         1314.0127945096
         240.0000000000           62.4448886492
         250.0000000000          371.7655288673
         260.0000000000         2333.3814930110
         270.0000000000         5576.1783761573
         280.0000000000         9274.4049665840
         290.0000000000        12299.7500749247
         300.0000000000        13613.3559170812
         310.0000000000        12866.2883108287
         320.0000000000        10323.0952475419
         330.0000000000         6872.6738356549
         340.0000000000         3531.6675049825
         350.0000000000         1089.3960306973
         360.0000000000           19.9065398382
