             angle (deg)             energy (J/mol)
           0.0000000000           14.6896717197
          10.0000000000          303.9514932258
          20.0000000000         1342.4049501444
          30.0000000000         2866.4682354274
          40.0000000000         4601.1963783707
          50.0000000000         6473.0465023359
          60.0000000000         8630.6770349495
          70.0000000000        11166.1983877430
          80.0000000000        13679.4029916475
          90.0000000000        15666.7225993487
         100.0000000000        17090.8252285643
         110.0000000000        18123.0326214094
         120.0000000000        19047.1114280956
         130.0000000000        19996.5210572725
         140.0000000000        20989.6505102384
         150.0000000000        21866.2734069478
         160.0000000000        22460.5132918642
         170.0000000000        22547.1232811570
         180.0000000000        21987.7526598811
         190.0000000000        20853.6023586449
         200.0000000000        19327.6329603257
         210.0000000000        17871.0686510483
         220.0000000000        16933.8702215197
         230.0000000000        16773.5992081502
         240.0000000000        17370.7639000202
         250.0000000000        18360.2754140871
         260.0000000000        19182.0069852026
         270.0000000000        19354.2660310032
         280.0000000000        18723.4581839442
         290.0000000000        17262.7508358273
         300.0000000000        14879.1724108725
         310.0000000000        11655.6230673533
         320.0000000000         8070.3874887404
         330.0000000000         4760.3961877840
         340.0000000000         2199.9168334173
         350.0000000000          613.2826354816
         360.0000000000            0.0000000000
