             angle (deg)             energy (J/mol)
           0.0000000000           47.5031689222
          10.0000000000         1187.7472555075
          20.0000000000         3757.0745444014
          30.0000000000         7083.7088889099
          40.0000000000        10431.3944913269
          50.0000000000        13213.8756116918
          60.0000000000        15141.8457951744
          70.0000000000        16178.8604783128
          80.0000000000        16563.9477934630
          90.0000000000        16659.6262593267
         100.0000000000        16835.5426262569
         110.0000000000        17378.4382359856
         120.0000000000        18391.9862013698
         130.0000000000        19830.7522472857
         140.0000000000        21495.9755323523
         150.0000000000        23088.1101525266
         160.0000000000        24266.0931740458
         170.0000000000        24772.3604351767
         180.0000000000        24519.0810892684
         190.0000000000        23594.6425891745
         200.0000000000        22285.3136862774
         210.0000000000        21029.1485301297
         220.0000000000        20238.5711402436
         230.0000000000        20205.9099220641
         240.0000000000        21058.0132755170
         250.0000000000        22682.4021613684
         260.0000000000        24789.7648736947
         270.0000000000        26857.9209966661
         280.0000000000        28281.5064023575
         290.0000000000        28459.5861812754
         300.0000000000        15055.6873918572
         310.0000000000        12667.3410591382
         320.0000000000         9856.5701778933
         330.0000000000         6750.3307934486
         340.0000000000         3339.5938119116
         350.0000000000          784.4599752883
         360.0000000000            0.0000000000
