             angle (deg)             energy (J/mol)
           0.0000000000          121.3190974940
          10.0000000000         2509.6339241002
          20.0000000000         9913.0840622541
          30.0000000000        20458.9214668340
          40.0000000000        23346.5696094964
          50.0000000000        27244.6256197883
          60.0000000000        30228.3171728156
          70.0000000000        32058.3903430851
          80.0000000000        32782.9022799510
          90.0000000000        32706.6892699874
         100.0000000000        32365.7366073956
         110.0000000000        32063.2842747036
         120.0000000000        31820.6592073746
         130.0000000000        31632.6576645012
         140.0000000000        31360.4405881054
         150.0000000000        24404.5384068819
         160.0000000000        22823.1604597431
         170.0000000000        21149.4358060473
         180.0000000000        19099.8603456278
         190.0000000000        16586.2881717500
         200.0000000000        13936.6389656380
         210.0000000000        11690.0459958130
         220.0000000000        10430.9639092772
         230.0000000000        10644.5010637032
         240.0000000000        12472.5631011573
         250.0000000000        15741.4653292699
         260.0000000000        19756.1591707661
         270.0000000000        24126.3903264962
         280.0000000000        29501.6234455081
         290.0000000000        36206.3099238268
         300.0000000000        41496.1565363757
         310.0000000000        39949.3800518883
         320.0000000000        31569.4277513388
         330.0000000000        21223.5457904783
         340.0000000000        10445.9660154593
         350.0000000000         3020.7321050716
         360.0000000000            0.0000000000
