             angle (deg)             energy (J/mol)
           0.0000000000           44.0716406312
          10.0000000000          367.4465816067
          20.0000000000         1486.0381709061
          30.0000000000         3524.5445238277
          40.0000000000         6507.7214789521
          50.0000000000        10248.1661071619
          60.0000000000        14527.2950432403
          70.0000000000        19005.4631237263
          80.0000000000        23282.3682615112
          90.0000000000        26932.3119095959
         100.0000000000        29533.3631132822
         110.0000000000        30704.2992930835
         120.0000000000        30375.5657068548
         130.0000000000        28666.2550280260
         140.0000000000        25877.3493095451
         150.0000000000        22454.6164191608
         160.0000000000        18843.2859974698
         170.0000000000        15329.9444815599
         180.0000000000        12117.5692653178
         190.0000000000         9376.8703495929
         200.0000000000         7514.1018297082
         210.0000000000         6520.1847267569
         220.0000000000         6078.3472320712
         230.0000000000         6008.6874698486
         240.0000000000         6129.5549813669
         250.0000000000         6312.3527834822
         260.0000000000         6435.5044798984
         270.0000000000         6412.0535151260
         280.0000000000         6166.3041028749
         290.0000000000         5662.9275169635
         300.0000000000         4927.9660905802
         310.0000000000         4022.9274089871
         320.0000000000         3009.9911851672
         330.0000000000         1961.4400557226
         340.0000000000         1006.6245221979
         350.0000000000          288.9073788933
         360.0000000000            0.0000000000
