             angle (deg)             energy (J/mol)
          -0.0000000000           44.4313341882
         -10.0000000000         1765.1471842261
         -20.0000000000         6304.6574434415
         -30.0000000000        12405.4579502937
         -40.0000000000        18817.3854414160
         -50.0000000000        24393.5139330066
         -60.0000000000        27991.2206359898
         -70.0000000000        28972.1362635368
         -80.0000000000        27528.9620034137
         -90.0000000000        23280.1470886898
        -100.0000000000        18639.8202604011
        -110.0000000000        16049.8696701762
        -120.0000000000        17488.8510070423
        -130.0000000000        23146.7480663460
        -140.0000000000        30658.4029300957
        -150.0000000000        36925.4684665329
        -160.0000000000        41203.3056567607
        -170.0000000000        43237.4142975127
        -180.0000000000        43023.8613899557
        -190.0000000000        40403.3683599165
        -200.0000000000        35785.2322565132
        -210.0000000000        29909.5526094878
        -220.0000000000        23902.1568856391
        -230.0000000000        19023.4924313183
        -240.0000000000        16554.3699699334
        -250.0000000000        17354.6984662982
        -260.0000000000        21094.3711975044
        -270.0000000000        26405.8177974497
        -280.0000000000        31275.3875203294
        -290.0000000000        32200.9497344184
        -300.0000000000        31533.8758577906
        -310.0000000000        27759.1684565605
        -320.0000000000        21574.8140421676
        -330.0000000000        14193.1870587765
        -340.0000000000         7081.9445530084
        -350.0000000000         1865.8771118249
        -360.0000000000            0.0000000000
