             angle (deg)             energy (J/mol)
           0.0000000000           60.8800907160
          10.0000000000          839.3513007330
          20.0000000000         2990.9090521474
          30.0000000000         6071.1008524595
          40.0000000000         9299.6176417859
          50.0000000000        11718.8188487816
          60.0000000000        12564.6341301597
          70.0000000000        11595.4229809983
          80.0000000000         9122.0760903928
          90.0000000000         5975.5300321455
         100.0000000000         2996.9765823278
         110.0000000000          864.6847488451
         120.0000000000           49.3567718450
         130.0000000000          721.8286760312
         140.0000000000         2803.4483622710
         150.0000000000         5881.9178346827
         160.0000000000         9171.1361807573
         170.0000000000        11685.3411001253
         180.0000000000        12553.0057912856
         190.0000000000        11540.3373684548
         200.0000000000         9041.3603482567
         210.0000000000         5852.1052837961
         220.0000000000         2853.3538636038
         230.0000000000          756.1885927129
         240.0000000000            0.0000000000
         250.0000000000          797.0413705313
         260.0000000000         2973.6595180499
         270.0000000000         6036.8905893287
         280.0000000000         9247.1706566784
         290.0000000000        11673.1193982901
         300.0000000000        12572.4108607307
         310.0000000000        11618.9553362264
         320.0000000000         9163.9974466207
         330.0000000000         5952.2497249247
         340.0000000000         2930.4359139338
         350.0000000000          788.8445599482
         360.0000000000           26.1631060986
