             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          675.4308425755
          20.0000000000         2243.1089314951
          30.0000000000         4496.6253444318
          40.0000000000         7249.6877389028
          50.0000000000        10322.1133106815
          60.0000000000        13497.1407913610
          70.0000000000        16508.1322919171
          80.0000000000        18896.7989355893
          90.0000000000        12756.8259708180
         100.0000000000         9318.2455632832
         110.0000000000         5992.0470517686
         120.0000000000         3354.2572285372
         130.0000000000         1692.0795231852
         140.0000000000         1071.7973051551
         150.0000000000         1309.5179388279
         160.0000000000         2137.9891681431
         170.0000000000         3291.4999054257
         180.0000000000         4516.7891833707
         190.0000000000         1028.0538520426
         200.0000000000          112.8544859218
         210.0000000000           56.1935734822
         220.0000000000         1104.8392208921
         230.0000000000         3324.7518611688
         240.0000000000         6557.7897611963
         250.0000000000        10337.0366518799
         260.0000000000        13955.0988552051
         270.0000000000        16507.1057215088
         280.0000000000        17210.7370580177
         290.0000000000        15951.2821504899
         300.0000000000        13386.8146618534
         310.0000000000        10259.2588440579
         320.0000000000         7034.1998380419
         330.0000000000         4100.2536308335
         340.0000000000         1802.4581627317
         350.0000000000          400.1288039360
         360.0000000000           33.4488681648
