             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          859.4074941222
          20.0000000000         3335.0280675879
          30.0000000000         7223.4668718211
          40.0000000000        12236.5359148933
          50.0000000000        18020.9820673192
          60.0000000000        24095.4829420315
          70.0000000000        29773.9192868129
          80.0000000000        34230.9652207485
          90.0000000000        36570.2803436692
         100.0000000000        36267.7860029760
         110.0000000000        33531.6449550092
         120.0000000000        29043.1402816489
         130.0000000000        23727.1856985122
         140.0000000000        18396.2211324787
         150.0000000000        13636.1688852699
         160.0000000000         9887.4723111153
         170.0000000000         7419.0324797874
         180.0000000000         6394.0478370813
         190.0000000000         6848.1437905100
         200.0000000000         8752.0328893513
         210.0000000000        11960.8794336410
         220.0000000000        16214.1078138148
         230.0000000000        21133.4097548544
         240.0000000000        26204.6677512424
         250.0000000000        30777.2934400850
         260.0000000000        34097.7552344848
         270.0000000000        35416.9507658265
         280.0000000000        34255.9468520183
         290.0000000000        30710.5584846668
         300.0000000000        25425.9917523128
         310.0000000000        19272.5420967634
         320.0000000000        13125.3017483797
         330.0000000000         7696.6974682338
         340.0000000000         3511.1518490521
         350.0000000000          885.9197917402
         360.0000000000           10.4284854421
