             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000           56.2749640125
          20.0000000000          319.9486637779
          30.0000000000          847.1359078695
          40.0000000000         1642.6571139409
          50.0000000000         2724.3420516158
          60.0000000000         4088.6935549054
          70.0000000000         5770.3367163068
          80.0000000000         7807.2257614058
          90.0000000000        10233.9989099106
         100.0000000000        12977.4073414897
         110.0000000000        15821.7557405244
         120.0000000000        18466.0121697984
         130.0000000000        20571.6341757705
         140.0000000000        21863.6636600779
         150.0000000000        22201.2241769078
         160.0000000000        21621.1698676967
         170.0000000000        20271.3951394837
         180.0000000000        18368.7058940743
         190.0000000000        16135.3822006427
         200.0000000000        13732.9001766360
         210.0000000000        11285.3146907202
         220.0000000000         8942.0534416056
         230.0000000000         6823.1332788979
         240.0000000000         5051.8161700351
         250.0000000000         3683.8651063005
         260.0000000000         2696.1179281351
         270.0000000000         2024.8169968147
         280.0000000000         1595.7630609617
         290.0000000000         1324.1262201665
         300.0000000000         1134.0951658746
         310.0000000000          973.1520244857
         320.0000000000          787.3322720539
         330.0000000000          566.9740688979
         340.0000000000          331.7240305816
         350.0000000000          133.9162458680
         360.0000000000           33.7324222849
