             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1620.4637635835
          20.0000000000         5730.6050268622
          30.0000000000        12468.7324969294
          40.0000000000        21018.1844427095
          50.0000000000        30690.7228333213
          60.0000000000        40565.2067966913
          70.0000000000        49247.1755967896
          80.0000000000        55321.5950811208
          90.0000000000        57483.6600829610
         100.0000000000        55521.9390987396
         110.0000000000        50214.3388561532
         120.0000000000        43036.4007773467
         130.0000000000        35883.7882702359
         140.0000000000        29961.4482396353
         150.0000000000        25792.3198711671
         160.0000000000        23526.2561943486
         170.0000000000        23633.6575169772
         180.0000000000        25744.8508336806
         190.0000000000        29407.5071521054
         200.0000000000        33967.6695929939
         210.0000000000        38959.3880712049
         220.0000000000        44067.2166552077
         230.0000000000        49041.9534003848
         240.0000000000        53806.9205832874
         250.0000000000        58250.4793245566
         260.0000000000        61967.1395496057
         270.0000000000        64349.1242961359
         280.0000000000        63821.1389000213
         290.0000000000        60329.5076423803
         300.0000000000        36918.6290393490
         310.0000000000        29332.2813300956
         320.0000000000        20894.7596943600
         330.0000000000        12804.3580202317
         340.0000000000         6003.4154660699
         350.0000000000         1633.6726533725
         360.0000000000          104.7233128873
