             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          680.1698699228
          20.0000000000         2575.1007632151
          30.0000000000         5459.6875730318
          40.0000000000         8503.4006782970
          50.0000000000        10928.9057104985
          60.0000000000        11790.9807124736
          70.0000000000        11025.1381567943
          80.0000000000         8680.7899507416
          90.0000000000         5726.3228366586
         100.0000000000         2773.8353494274
         110.0000000000          898.7427331020
         120.0000000000          129.4844021135
         130.0000000000          794.5418946832
         140.0000000000         2682.7672613606
         150.0000000000         5364.6996136413
         160.0000000000         8390.2153794589
         170.0000000000        10774.9017652778
         180.0000000000        11951.9606107703
         190.0000000000        11236.6641784049
         200.0000000000         9086.2353918550
         210.0000000000         5971.0456784268
         220.0000000000         3080.6775178727
         230.0000000000          968.2580928671
         240.0000000000          283.1181517396
         250.0000000000          803.7573991836
         260.0000000000         2636.8997788643
         270.0000000000         5490.0934869541
         280.0000000000         8519.3584664693
         290.0000000000        10984.4507855087
         300.0000000000        11966.2827125167
         310.0000000000        11194.6561806279
         320.0000000000         8783.1844452578
         330.0000000000         5717.1860972164
         340.0000000000         2853.3223577148
         350.0000000000          946.2327745145
         360.0000000000          148.9131011058
