             angle (deg)             energy (J/mol)
           0.0000000000           75.2757064273
          10.0000000000          890.8951140383
          20.0000000000         2216.3104544342
          30.0000000000         3823.5653282287
          40.0000000000         5615.3797145680
          50.0000000000         7487.4818866897
          60.0000000000         9329.6691132446
          70.0000000000        10992.2222651355
          80.0000000000        12288.1322380882
          90.0000000000        13232.4982822449
         100.0000000000        13754.3452595372
         110.0000000000        13837.8597845487
         120.0000000000        13533.1101394492
         130.0000000000        12954.6468831906
         140.0000000000        12279.7831486314
         150.0000000000        11627.0077443520
         160.0000000000        11111.9870665847
         170.0000000000        10916.5684866973
         180.0000000000        11161.2125634072
         190.0000000000        11880.2214527117
         200.0000000000        13054.6889297882
         210.0000000000        14683.2891174997
         220.0000000000        16713.5120183637
         230.0000000000        19016.6661316441
         240.0000000000        21364.8318145642
         250.0000000000        23562.0286299404
         260.0000000000        25301.9316331503
         270.0000000000        25990.3429469803
         280.0000000000        25081.4999160295
         290.0000000000        22352.2271757381
         300.0000000000        18257.0591381499
         310.0000000000        13335.1815816761
         320.0000000000         8465.4595799226
         330.0000000000         4404.1631159835
         340.0000000000         1503.3323384023
         350.0000000000          110.9116161271
         360.0000000000            0.0000000000
