             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          967.0503627951
          20.0000000000         3496.8612533439
          30.0000000000         7207.2806651889
          40.0000000000        11466.2457624030
          50.0000000000        15208.9010615459
          60.0000000000        16800.7941356759
          70.0000000000        15522.8898406186
          80.0000000000        12492.8555895720
          90.0000000000         8731.2310539779
         100.0000000000         5203.8693687463
         110.0000000000         2471.8792361845
         120.0000000000          773.1677002747
         130.0000000000          169.2134658622
         140.0000000000          631.1675404668
         150.0000000000         2137.0964982293
         160.0000000000         4544.3831868334
         170.0000000000         7490.8845344146
         180.0000000000        10392.9519223355
         190.0000000000        12406.3401182445
         200.0000000000        12856.6264714459
         210.0000000000        11871.9196220510
         220.0000000000        10199.5602282453
         230.0000000000         8629.7633609605
         240.0000000000         7687.7156332866
         250.0000000000         7578.9175446551
         260.0000000000         8306.9292728327
         270.0000000000         9702.2249175694
         280.0000000000        11381.6705354728
         290.0000000000        12761.8249225142
         300.0000000000        13108.9475098173
         310.0000000000        11954.2421701215
         320.0000000000         9355.9976258014
         330.0000000000         6025.0548359953
         340.0000000000         2889.1998131604
         350.0000000000          743.9301338953
         360.0000000000           64.6083004876
