             angle (deg)             energy (J/mol)
           0.0000000000           52.6649016791
          10.0000000000         1296.6188580292
          20.0000000000         4514.4236080172
          30.0000000000         8825.1136779765
          40.0000000000        13158.5038196307
          50.0000000000        16637.0495860142
          60.0000000000        18460.8084290403
          70.0000000000        18101.6768054548
          80.0000000000        15419.1825961766
          90.0000000000        11202.5431822207
         100.0000000000         6778.1637174087
         110.0000000000         3270.7663329984
         120.0000000000         1236.8152222135
         130.0000000000          902.6626042765
         140.0000000000         2260.7785455302
         150.0000000000         4834.8317341871
         160.0000000000         7751.2474788738
         170.0000000000        10097.6672043462
         180.0000000000        11061.0917517514
         190.0000000000        10446.1156690102
         200.0000000000         8371.6740994361
         210.0000000000         5625.3172315053
         220.0000000000         3283.3713579379
         230.0000000000         2363.7795305171
         240.0000000000         3504.8217689761
         250.0000000000         6255.1405160826
         260.0000000000         9728.9892631947
         270.0000000000        12983.9264574965
         280.0000000000        15364.1757486167
         290.0000000000        16460.1696605283
         300.0000000000        16123.2182596413
         310.0000000000        14353.2637851218
         320.0000000000        11385.6691717802
         330.0000000000         7683.4045624423
         340.0000000000         3889.1818207453
         350.0000000000         1024.1418572098
         360.0000000000            0.0000000000
