             angle (deg)             energy (J/mol)
           0.0000000000            3.2781991239
          10.0000000000          836.4937066559
          20.0000000000         2969.9927449895
          30.0000000000         5775.6717319008
          40.0000000000         8680.3990137757
          50.0000000000        10930.9325962957
          60.0000000000        11893.4781264808
          70.0000000000        11084.2252935973
          80.0000000000         8740.1396375522
          90.0000000000         5759.0861867770
         100.0000000000         2880.8095032544
         110.0000000000          860.3726278940
         120.0000000000          176.4643088286
         130.0000000000          857.8350822528
         140.0000000000         2892.9122699501
         150.0000000000         5779.0683410921
         160.0000000000         8725.7476975318
         170.0000000000        11074.1572892642
         180.0000000000        11884.5942225979
         190.0000000000        10929.5284789859
         200.0000000000         8715.7306279095
         210.0000000000         5807.8973797156
         220.0000000000         2943.6631822140
         230.0000000000          813.4139876222
         240.0000000000            0.0000000000
         250.0000000000          812.8652581344
         260.0000000000         2944.6369801034
         270.0000000000         5812.9097215135
         280.0000000000         8719.1647817099
         290.0000000000        10926.0620315205
         300.0000000000        11869.9113771877
         310.0000000000        11068.3158146637
         320.0000000000         8723.5420151001
         330.0000000000         5771.0077939583
         340.0000000000         2889.0811405383
         350.0000000000          863.3145004909
         360.0000000000          185.3253708655
