             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          428.3555528142
          20.0000000000         1413.2619401777
          30.0000000000         2837.2936809006
          40.0000000000         4535.8529377873
          50.0000000000         6332.7581683908
          60.0000000000         8052.5288386253
          70.0000000000         9557.2421899741
          80.0000000000        10782.2452883269
          90.0000000000        11698.5762449337
         100.0000000000        12251.3253555972
         110.0000000000        12388.9724367089
         120.0000000000        12234.2018454287
         130.0000000000        11901.9553403787
         140.0000000000        11560.9921757492
         150.0000000000        11283.9914387567
         160.0000000000        11282.6918163405
         170.0000000000        11753.3625504500
         180.0000000000        12811.7304237723
         190.0000000000        14484.7409415968
         200.0000000000        16714.9849237289
         210.0000000000        19543.4122916484
         220.0000000000        22840.2524637988
         230.0000000000        26371.3397333298
         240.0000000000        29736.3273798086
         250.0000000000         9035.8704280556
         260.0000000000        10238.9374751517
         270.0000000000        11881.0511105490
         280.0000000000        13803.7729198002
         290.0000000000        14779.6265837238
         300.0000000000        13385.8038444269
         310.0000000000        10338.6539597773
         320.0000000000         6917.9715847374
         330.0000000000         3724.1586525934
         340.0000000000         1442.0400442397
         350.0000000000          263.3927712667
         360.0000000000           21.1615287811
