             angle (deg)             energy (J/mol)
           0.0000000000           94.9748318808
          10.0000000000          285.7357751751
          20.0000000000          498.4537736521
          30.0000000000          672.1804738737
          40.0000000000          766.0263408153
          50.0000000000          760.9459985887
          60.0000000000          672.8053427984
          70.0000000000          552.0822337376
          80.0000000000          475.2968648882
          90.0000000000          527.6099495757
         100.0000000000          805.1226591483
         110.0000000000         1403.1721443665
         120.0000000000         2405.3280657529
         130.0000000000         3882.6653300613
         140.0000000000         5879.9775903600
         150.0000000000         8392.0637313629
         160.0000000000        11359.6898508174
         170.0000000000        14641.5279166365
         180.0000000000        17987.3546652612
         190.0000000000        21090.4539518020
         200.0000000000        23574.3947343824
         210.0000000000        25088.2080681163
         220.0000000000        25391.9232663167
         230.0000000000        24448.1689637243
         240.0000000000        22361.8758877604
         250.0000000000        19405.4501507515
         260.0000000000        15974.3760473266
         270.0000000000        12457.3483294971
         280.0000000000         9187.3775229004
         290.0000000000         6369.5282939740
         300.0000000000         4098.3186375296
         310.0000000000         2381.7720810521
         320.0000000000         1189.1177664163
         330.0000000000          454.3926350585
         340.0000000000           87.9988788049
         350.0000000000            0.0000000000
         360.0000000000           96.2429483334
