             angle (deg)             energy (J/mol)
           0.0000000000           38.6893659799
          10.0000000000          650.5594824021
          20.0000000000         2665.5045996788
          30.0000000000         5600.4458714065
          40.0000000000         8713.2542564247
          50.0000000000        11141.6263344476
          60.0000000000        12090.2561903540
          70.0000000000        11337.0344124466
          80.0000000000         9120.3458860016
          90.0000000000         6112.0665268464
         100.0000000000         3123.6096915271
         110.0000000000          925.7486245477
         120.0000000000           64.0096865823
         130.0000000000          686.0588660607
         140.0000000000         2680.0682473949
         150.0000000000         5584.5405932731
         160.0000000000         8645.2564356474
         170.0000000000        11028.7193386362
         180.0000000000        12055.3659226383
         190.0000000000        11409.0938815332
         200.0000000000         9297.2310624317
         210.0000000000         6321.8150850457
         220.0000000000         3278.6087011179
         230.0000000000          986.2558943463
         240.0000000000           24.3620132893
         250.0000000000          617.2550166948
         260.0000000000         2641.8409695775
         270.0000000000         5594.7485366716
         280.0000000000         8711.6868330195
         290.0000000000        11111.6615046126
         300.0000000000        12064.6181841958
         310.0000000000        11316.8521950538
         320.0000000000         9117.6599996948
         330.0000000000         6116.5088726385
         340.0000000000         3133.3686744219
         350.0000000000          913.3693927453
         360.0000000000            0.0000000000
