             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         2000.2318161589
          20.0000000000         8699.5570237523
          30.0000000000        18939.2060093032
          40.0000000000        30463.0893701367
          50.0000000000        40806.1436677049
          60.0000000000        47949.1862278516
          70.0000000000        50752.2748965656
          80.0000000000        49100.7094617915
          90.0000000000        44128.8922724746
         100.0000000000        37665.2923185712
         110.0000000000        31746.2367884812
         120.0000000000        28061.2427172415
         130.0000000000        27357.0075156592
         140.0000000000        29376.5262538250
         150.0000000000        33141.7319711118
         160.0000000000        37338.3414466979
         170.0000000000        40817.3282970195
         180.0000000000        42649.4887396906
         190.0000000000        42340.2468643814
         200.0000000000        39870.9143631397
         210.0000000000        35669.2744297445
         220.0000000000        30524.8227483866
         230.0000000000        25644.4123366182
         240.0000000000        22398.7457821786
         250.0000000000        21818.5365684723
         260.0000000000        23648.0216268741
         270.0000000000        26645.2686355884
         280.0000000000        29286.8864376501
         290.0000000000        30267.8151927068
         300.0000000000        28949.9691683480
         310.0000000000        25293.1755910418
         320.0000000000        19861.2526790988
         330.0000000000        13507.8869623589
         340.0000000000         7209.2314116985
         350.0000000000         2220.5060033125
         360.0000000000           15.8527682439
