             angle (deg)             energy (J/mol)
           0.0000000000            6.6530167252
          10.0000000000          494.5050218369
          20.0000000000         1724.1893866286
          30.0000000000         3376.8023959608
          40.0000000000         5033.2092526130
          50.0000000000         6196.7178932135
          60.0000000000         6430.0985756998
          70.0000000000         5688.9330932441
          80.0000000000         4282.4922014980
          90.0000000000         2656.4098682378
         100.0000000000         1180.1411824134
         110.0000000000          241.5722419759
         120.0000000000           49.6455768346
         130.0000000000          607.2754917563
         140.0000000000         1767.3867357999
         150.0000000000         3322.8142423182
         160.0000000000         4946.2028127061
         170.0000000000         6178.7095896967
         180.0000000000         6587.9567546957
         190.0000000000         5958.0573306815
         200.0000000000         4508.9520662700
         210.0000000000         2700.3659869029
         220.0000000000         1134.2474448976
         230.0000000000          206.9025164532
         240.0000000000          110.0163205920
         250.0000000000          803.9411841703
         260.0000000000         2086.3980960416
         270.0000000000         3662.7849680497
         280.0000000000         5196.9616786910
         290.0000000000         6266.5220580429
         300.0000000000         6556.6266648960
         310.0000000000         5971.9646033600
         320.0000000000         4668.2568957610
         330.0000000000         3025.3372319244
         340.0000000000         1443.1611327626
         350.0000000000          325.8271580275
         360.0000000000            0.0000000000
