             angle (deg)             energy (J/mol)
           0.0000000000            2.0137584367
          10.0000000000          421.2168188269
          20.0000000000         1916.3287172481
          30.0000000000         4141.3479546961
          40.0000000000         6582.0572565202
          50.0000000000         8627.1063551452
          60.0000000000         9663.9976397520
          70.0000000000         9243.8546503534
          80.0000000000         7423.3067935747
          90.0000000000         4902.5039931416
         100.0000000000         2422.9162894068
         110.0000000000          670.7101938314
         120.0000000000            0.0000000000
         130.0000000000          468.8223822054
         140.0000000000         1921.8186374491
         150.0000000000         4035.7556012931
         160.0000000000         6411.7253276818
         170.0000000000         8492.1950449071
         180.0000000000         9636.3537517227
         190.0000000000         9327.0488643371
         200.0000000000         7506.0205410911
         210.0000000000         4873.4502116743
         220.0000000000         2342.3029416523
         230.0000000000          607.0733283158
         240.0000000000           31.8289348700
         250.0000000000          654.9493181554
         260.0000000000         2282.8878798852
         270.0000000000         4493.6401510977
         280.0000000000         6828.1794896887
         290.0000000000         8747.5117786502
         300.0000000000         9679.6403678406
         310.0000000000         9232.0556540024
         320.0000000000         7506.9473425898
         330.0000000000         5032.4504831192
         340.0000000000         2563.7664802002
         350.0000000000          754.9729862992
         360.0000000000           20.4237635117
