             angle (deg)             energy (J/mol)
           0.0000000000           35.5807740397
          10.0000000000          754.1617067665
          20.0000000000         2695.0861065587
          30.0000000000         5451.6666708698
          40.0000000000         8426.5785523905
          50.0000000000        10822.7935080992
          60.0000000000        11773.1798233416
          70.0000000000        10905.2026977189
          80.0000000000         8539.7428473026
          90.0000000000         5509.7217237657
         100.0000000000         2667.7494020475
         110.0000000000          692.2681730772
         120.0000000000            0.0000000000
         130.0000000000          666.2258400380
         140.0000000000         2548.9350314951
         150.0000000000         5270.8248660590
         160.0000000000         8247.2464100019
         170.0000000000        10666.6550315315
         180.0000000000        11748.4239852088
         190.0000000000        11096.1553024161
         200.0000000000         8914.4961950507
         210.0000000000         5929.6467965927
         220.0000000000         2977.4769947681
         230.0000000000          841.4989595896
         240.0000000000            4.9963262241
         250.0000000000          621.7524978486
         260.0000000000         2535.3191892037
         270.0000000000         5275.3564789469
         280.0000000000         8228.7760184718
         290.0000000000        10654.0920147425
         300.0000000000        11751.7137365144
         310.0000000000        11104.8693363741
         320.0000000000         8869.0697964925
         330.0000000000         5770.5520071078
         340.0000000000         2774.2160467612
         350.0000000000          723.5956374048
         360.0000000000           18.8510890131
