             angle (deg)             energy (J/mol)
           0.0000000000           29.8046743957
          10.0000000000          448.1203158163
          20.0000000000         1997.9134996761
          30.0000000000         4327.9684844738
          40.0000000000         6889.4350267943
          50.0000000000         9044.8050040574
          60.0000000000        10180.4807206976
          70.0000000000         9945.6061289202
          80.0000000000         8358.3470620598
          90.0000000000         5859.5301973010
         100.0000000000         3209.6788277484
         110.0000000000         1106.1047117980
         120.0000000000          106.1699632331
         130.0000000000          448.0152957387
         140.0000000000         2035.2349802192
         150.0000000000         4432.3846138429
         160.0000000000         7041.6037476208
         170.0000000000         9153.3956780803
         180.0000000000        10213.8403219159
         190.0000000000         9857.1372856857
         200.0000000000         8195.1853733215
         210.0000000000         5641.8447530914
         220.0000000000         2997.2338812046
         230.0000000000          955.4115219580
         240.0000000000           52.1292997009
         250.0000000000          462.1746165737
         260.0000000000         2076.5498459016
         270.0000000000         4510.8923105927
         280.0000000000         7110.4496048386
         290.0000000000         9217.3318506978
         300.0000000000        10199.8805391985
         310.0000000000         9734.9071398241
         320.0000000000         7928.3400696886
         330.0000000000         5367.9132253607
         340.0000000000         2760.1407420778
         350.0000000000          839.3801812245
         360.0000000000            0.0000000000
