             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          158.1627368928
          20.0000000000         1831.0367286760
          30.0000000000         4836.2390021530
          40.0000000000         8850.4707554867
          50.0000000000        13360.7303207384
          60.0000000000        17747.5152530740
          70.0000000000        21232.3280876063
          80.0000000000        23127.7263198560
          90.0000000000        23064.3677572179
         100.0000000000        21169.0587920640
         110.0000000000        17841.4293830361
         120.0000000000        13710.5545474047
         130.0000000000         9493.5921967996
         140.0000000000         5868.3124944289
         150.0000000000         3364.7119689242
         160.0000000000         2351.0668601771
         170.0000000000         2984.1405135309
         180.0000000000         5229.7410443086
         190.0000000000         8909.3659684067
         200.0000000000        13704.3951246564
         210.0000000000        19085.7587859250
         220.0000000000        24526.2014449511
         230.0000000000        29413.9501286752
         240.0000000000        33168.2836511097
         250.0000000000        35447.9264131626
         260.0000000000        36049.6305941876
         270.0000000000        34982.3517742615
         280.0000000000        32346.6859805633
         290.0000000000        28426.1583170366
         300.0000000000        23590.9878933677
         310.0000000000        18289.7938702942
         320.0000000000        13005.5185683273
         330.0000000000         8186.1851599205
         340.0000000000         4214.3631056236
         350.0000000000         1417.6596524965
         360.0000000000           35.8564515942
