             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1584.4051485487
          20.0000000000         5332.3587063405
          30.0000000000        10544.0021801857
          50.0000000000        22361.6054611500
          60.0000000000        27747.3589580226
          70.0000000000        32046.4915776006
          80.0000000000        34905.2355924958
          90.0000000000        36142.9618632262
         100.0000000000        35824.9245632795
         110.0000000000        34362.4660067708
         120.0000000000        32410.3622284588
         130.0000000000        21071.2300417223
         140.0000000000        20978.4028686981
         150.0000000000        21894.9911242563
         160.0000000000        23831.8617523049
         170.0000000000        24955.9537636936
         180.0000000000        24097.3549234828
         190.0000000000        23727.0990568885
         200.0000000000        23850.8467417378
         210.0000000000        24326.4717940702
         220.0000000000        24998.7546624002
         230.0000000000        25722.0116103232
         240.0000000000        26389.7261088575
         250.0000000000        26912.0509271449
         260.0000000000        27268.6043099733
         270.0000000000        27443.5912499327
         280.0000000000        27479.1615220840
         290.0000000000        27403.0272771786
         300.0000000000        27267.9505604078
         310.0000000000        27191.1284346506
         320.0000000000        27260.6385433222
         330.0000000000        27617.8377990014
         340.0000000000        28407.4988894264
         350.0000000000        29786.1147336287
         360.0000000000        31861.2861922051
