             angle (deg)             energy (J/mol)
           0.0000000000           77.3025922245
          10.0000000000          487.6682201251
          20.0000000000         1698.3938503540
          30.0000000000         3423.3131258357
          40.0000000000         5211.6671032433
          50.0000000000         6484.1444901761
          60.0000000000         6846.1142790915
          70.0000000000         6233.1965882603
          80.0000000000         4856.2085539184
          90.0000000000         3154.4488128219
         100.0000000000         1557.1209539271
         110.0000000000          447.9680367933
         120.0000000000           69.8540492469
         130.0000000000          515.1939607163
         140.0000000000         1692.2265511894
         150.0000000000         3361.4432215446
         160.0000000000         5051.7689109405
         170.0000000000         6359.8165698753
         180.0000000000         6890.8711752517
         190.0000000000         6432.5192864896
         200.0000000000         5055.2188176854
         210.0000000000         3186.5455485318
         220.0000000000         1400.3681104724
         230.0000000000          263.5791817254
         240.0000000000            0.0000000000
         250.0000000000          655.5951911554
         260.0000000000         2008.3918695357
         270.0000000000         3717.6762933451
         280.0000000000         5379.1241098440
         290.0000000000         6535.6462953310
         300.0000000000         6889.0727077652
         310.0000000000         6350.5485553360
         320.0000000000         5077.8086185076
         330.0000000000         3397.7565102079
         340.0000000000         1737.5243002720
         350.0000000000          487.7338576736
         360.0000000000           40.9499211812
