             angle (deg)             energy (J/mol)
           0.0000000000           13.4740651567
          10.0000000000          974.5225353946
          20.0000000000         3366.6653407565
          30.0000000000         6644.5546550589
          40.0000000000        10013.5094318068
          50.0000000000        12537.0690070393
          60.0000000000        13437.8570045417
          70.0000000000        12392.8949333554
          80.0000000000         9692.4921895447
          90.0000000000         6230.5920923346
         100.0000000000         2996.7114067362
         110.0000000000          747.4430526420
         120.0000000000            0.0000000000
         130.0000000000          938.2197487689
         140.0000000000         3394.6531693611
         150.0000000000         6799.9422385490
         160.0000000000        10276.9442110747
         170.0000000000        12738.3870852515
         180.0000000000        13435.1658671415
         190.0000000000        12234.5142798911
         200.0000000000         9547.6827448984
         210.0000000000         6172.1930990128
         220.0000000000         2973.0714060330
         230.0000000000          752.7465623843
         240.0000000000            2.0032563991
         250.0000000000          917.4835509440
         260.0000000000         3332.8935360917
         270.0000000000         6671.5421680507
         280.0000000000        10065.5757194313
         290.0000000000        12606.1144023749
         300.0000000000        13455.9860809687
         310.0000000000        12330.4605467439
         320.0000000000         9641.1951733024
         330.0000000000         6166.2909753652
         340.0000000000         2889.5568810214
         350.0000000000          676.5650583843
         360.0000000000            5.3035095930
