             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          731.8239541008
          20.0000000000         2955.2836445599
          30.0000000000         6717.0079491381
          40.0000000000        12004.4075958778
          50.0000000000        18727.0603697121
          60.0000000000        26376.8611596437
          70.0000000000        33183.6086939410
          80.0000000000        36730.2257950667
          90.0000000000        37426.7866605343
         100.0000000000        36411.9285706963
         110.0000000000        34041.7034381373
         120.0000000000        30638.5856572040
         130.0000000000        26787.4578314763
         140.0000000000        23103.7975142378
         150.0000000000        20009.0709465519
         160.0000000000        17694.6481879544
         170.0000000000        16225.3607062994
         180.0000000000        15641.6018167147
         190.0000000000        16111.3037413242
         200.0000000000        17779.3205583967
         210.0000000000        20738.7577436844
         220.0000000000        24943.0914399519
         230.0000000000        30150.7178989613
         240.0000000000        35798.9583698264
         250.0000000000        40770.7414275584
         260.0000000000        42612.7553711644
         270.0000000000        39965.5872625957
         280.0000000000        34862.2167773669
         290.0000000000        28718.2898098361
         300.0000000000        22330.6902004182
         310.0000000000        16220.2436070158
         320.0000000000        10760.2803565787
         330.0000000000         6227.7801820241
         340.0000000000         2830.7246803270
         350.0000000000          716.0840823508
         360.0000000000            0.0000000000
