             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          589.7476547067
          20.0000000000         2167.3238781092
          30.0000000000         4383.8496234936
          40.0000000000         6735.6726276924
          50.0000000000         8644.0408292336
          60.0000000000         9497.6407177483
          70.0000000000         9035.2901926042
          80.0000000000         7348.8633706061
          90.0000000000         4964.2268692047
         100.0000000000         2572.5776578197
         110.0000000000          849.1575427225
         120.0000000000          111.9486884984
         130.0000000000          470.0852477138
         140.0000000000         1913.8344923441
         150.0000000000         4168.3223401782
         160.0000000000         6669.5152822535
         170.0000000000         8664.2282977199
         180.0000000000         9442.9489301228
         190.0000000000         8674.3495996438
         200.0000000000         6712.9620539600
         210.0000000000         4294.5458713284
         220.0000000000         2110.7075991428
         230.0000000000          619.8857676400
         240.0000000000           84.2942985806
         250.0000000000          510.4024235540
         260.0000000000         1940.9165233760
         270.0000000000         4137.2127924222
         280.0000000000         6609.1524150617
         290.0000000000         8626.6573946416
         300.0000000000         9475.6259014333
         310.0000000000         8820.7185912790
         320.0000000000         6938.0304037480
         330.0000000000         4451.2278264397
         340.0000000000         2134.5051299625
         350.0000000000          558.0683733877
         360.0000000000           18.9141010895
