             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          758.3283751533
          20.0000000000         3792.6999519144
          30.0000000000         8173.2493220648
          40.0000000000        12441.0597284086
          50.0000000000        16085.2824122110
          60.0000000000        18112.2181873908
          70.0000000000        18007.6629065084
          80.0000000000        16456.4283232470
          90.0000000000        13864.2093011061
         100.0000000000        11333.0252741763
         110.0000000000         9121.1755439882
         120.0000000000         7273.3408671157
         130.0000000000         6047.4661027751
         140.0000000000         5186.6329622331
         150.0000000000         4435.2254047941
         160.0000000000         3664.6333198044
         170.0000000000         3103.2988246585
         180.0000000000         2674.0138447242
         190.0000000000         2483.2161445222
         200.0000000000         2189.7220173792
         210.0000000000         2135.6892302634
         220.0000000000         2764.2995338991
         230.0000000000         3985.0545734840
         240.0000000000         5136.7458394288
         250.0000000000         6680.8758201386
         260.0000000000         8549.0476188990
         270.0000000000        10821.1551962013
         280.0000000000        13155.1458053045
         290.0000000000        14976.7281091317
         300.0000000000        15922.8584890407
         310.0000000000        15250.0951543927
         320.0000000000        13032.1175074199
         330.0000000000         9504.2832322866
         340.0000000000         5421.2765100785
         350.0000000000         1842.5994301508
         360.0000000000           87.3792608244
