             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          143.6673521973
          20.0000000000          387.0826951330
          30.0000000000          705.4691864500
          40.0000000000         1101.7411310641
          50.0000000000         1601.6783121190
          60.0000000000         2227.5764742792
          70.0000000000         2994.1646719427
          80.0000000000         3936.3804316214
          90.0000000000         5055.6362722254
         100.0000000000         6330.3400829237
         110.0000000000         7669.3870187420
         120.0000000000          195.5866118922
         130.0000000000         1683.6647961052
         140.0000000000         3604.5093729609
         150.0000000000         5906.7471867802
         160.0000000000         8489.3332500299
         170.0000000000        11207.5893928623
         180.0000000000        13856.2225305291
         190.0000000000        16190.8983950121
         200.0000000000        17956.2897508292
         210.0000000000        18955.6836463225
         220.0000000000        19060.1444093142
         230.0000000000        18266.0462240412
         240.0000000000        16681.5176771102
         250.0000000000        14503.0669305201
         260.0000000000        11980.0770887013
         270.0000000000         9370.6295364635
         280.0000000000         6902.7016775663
         290.0000000000         4741.8811626314
         300.0000000000         2994.8604293601
         310.0000000000         1699.5411937471
         320.0000000000          860.8095109947
         330.0000000000          429.6630517959
         340.0000000000          326.8222223975
         350.0000000000          437.0879653754
         360.0000000000          634.2446262942
