             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000          917.1474870836
          20.0000000000         3206.0110045812
          30.0000000000         6333.6298343786
          40.0000000000         9570.8711596260
          50.0000000000        12024.6475742536
          60.0000000000        12871.7861075952
          70.0000000000        11823.5290341592
          80.0000000000         9216.3630413471
          90.0000000000         5887.2554758607
         100.0000000000         2772.0290055247
         110.0000000000          642.0869944137
         120.0000000000           13.7786232028
         130.0000000000          999.6223141025
         140.0000000000         3378.8844172689
         150.0000000000         6589.1828629978
         160.0000000000         9829.0155568105
         170.0000000000        12165.0593067303
         180.0000000000        12858.5115804069
         190.0000000000        11716.5950504881
         200.0000000000         9137.1648381240
         210.0000000000         5895.7620954340
         220.0000000000         2841.2739386794
         230.0000000000          708.6539178271
         240.0000000000           17.6459844877
         250.0000000000          891.4018353757
         260.0000000000         3144.1043433822
         270.0000000000         6291.2595175725
         280.0000000000         9549.6544953340
         290.0000000000        12036.5332122284
         300.0000000000        12925.0338701978
         310.0000000000        11876.0259038334
         320.0000000000         9285.8626481304
         330.0000000000         5964.7654827683
         340.0000000000         2842.1718596866
         350.0000000000          687.7313093943
         360.0000000000            3.9986362327
