             angle (deg)             energy (J/mol)
          -0.0000000000            0.0000000000
         -10.0000000000          384.6987412510
         -20.0000000000         1523.5985717975
         -30.0000000000         3253.1098464731
         -40.0000000000         5197.4762765939
         -50.0000000000         6969.5469040064
         -60.0000000000         8354.4324418295
         -70.0000000000         9233.9381373421
         -80.0000000000         9574.1687874971
         -90.0000000000         9431.3284676650
        -100.0000000000         8921.2594826485
        -110.0000000000         8368.7729220298
        -120.0000000000         8200.8958355662
        -130.0000000000         8909.8228053266
        -140.0000000000        10700.4110832145
        -150.0000000000        13270.1348225733
        -160.0000000000        16065.4415097721
        -170.0000000000        18648.5159159052
        -180.0000000000        20830.0988838336
        -190.0000000000        22432.0975068312
        -200.0000000000        23372.5489306084
        -210.0000000000        23629.1810397494
        -220.0000000000        23265.7751023766
        -230.0000000000        22449.9561569463
        -240.0000000000        21393.3342409223
        -250.0000000000        20216.4355508691
        -260.0000000000        18897.7178605225
        -270.0000000000        17709.1199431025
        -280.0000000000        17139.6043903553
        -290.0000000000        16949.3239136775
        -300.0000000000         3770.7691516018
        -310.0000000000         3855.6358090683
        -320.0000000000         3617.1879118652
        -330.0000000000         2600.6967612228
        -340.0000000000         1376.2870256818
        -350.0000000000          422.5768276982
        -360.0000000000           38.4294414071
