             angle (deg)             energy (J/mol)
           0.0000000000            0.0000000000
          10.0000000000         1067.7304059017
          20.0000000000         3906.3473387658
          30.0000000000         7923.3227395385
          40.0000000000        12457.8839313260
          50.0000000000        16927.4771292181
          60.0000000000        20845.4002969684
          70.0000000000        23866.3791989538
          80.0000000000        25911.5621981480
          90.0000000000        27080.7182890659
         100.0000000000        27641.4279152871
         110.0000000000        27924.4935569879
         120.0000000000        28214.2594743593
         130.0000000000        28693.8149000529
         140.0000000000        29394.9467606391
         150.0000000000        30224.2844049979
         160.0000000000        30994.1833578930
         170.0000000000        31483.7970734342
         180.0000000000        31509.7028805814
         190.0000000000        31011.3646290446
         200.0000000000        30117.4344371800
         210.0000000000        29045.2065501245
         220.0000000000        28198.5248537027
         230.0000000000        27903.4002910782
         240.0000000000        28259.0399999176
         250.0000000000        29222.1652405194
         260.0000000000        30377.5059511775
         270.0000000000        30989.3996971470
         280.0000000000        30131.7171563973
         290.0000000000        27414.1909025673
         300.0000000000        23770.4250555355
         310.0000000000        19242.1650633325
         320.0000000000        14079.0644564021
         330.0000000000         8813.6139884289
         340.0000000000         4201.2277297994
         350.0000000000         1068.9775182791
         360.0000000000            1.0974588264
