             angle (deg)             energy (J/mol)
           0.0000000000           51.0580957447
          10.0000000000          226.7460443642
          20.0000000000         1813.3723657344
          30.0000000000         4697.8804106421
          40.0000000000         7957.7955527142
          50.0000000000        10509.5871281423
          60.0000000000        12138.6887862470
          70.0000000000        12881.0567476066
          80.0000000000        12827.3994070296
          90.0000000000        12007.4032913241
         100.0000000000        10512.8873814855
         110.0000000000         8610.5499530676
         120.0000000000         6906.0281860782
         130.0000000000         6247.1826259971
         140.0000000000         7052.4391855653
         150.0000000000         8933.4601807070
         160.0000000000        11015.6338473787
         170.0000000000        12637.1661892971
         180.0000000000        13527.3707968622
         190.0000000000        13622.0541982067
         200.0000000000        12981.0042763135
         210.0000000000        11668.7505666120
         220.0000000000         9848.3103552337
         230.0000000000         7794.2426646046
         240.0000000000         6045.6597588723
         250.0000000000         5298.1852002667
         260.0000000000         5550.3592106338
         270.0000000000         5907.6451079367
         280.0000000000         5871.5471103728
         290.0000000000         5711.7959459996
         300.0000000000         5431.7522544661
         310.0000000000         4973.1666962998
         320.0000000000         4226.3931460558
         330.0000000000         3191.4211018457
         340.0000000000         1960.4476168246
         350.0000000000          772.7528713560
         360.0000000000            0.0000000000
