             angle (deg)             energy (J/mol)
           0.0000000000           71.2560661193
          10.0000000000          729.2378366289
          20.0000000000         2606.9953353351
          30.0000000000         5250.6006406650
          40.0000000000         8038.4876652284
          50.0000000000        10265.1294617419
          60.0000000000        11277.4145616177
          70.0000000000        10738.1421417321
          80.0000000000         8705.5379123089
          90.0000000000         5764.2744369214
         100.0000000000         2908.4919860369
         110.0000000000          867.1080851070
         120.0000000000           40.7110006837
         130.0000000000          549.2309407488
         140.0000000000         2310.3978673454
         150.0000000000         4985.8898685282
         160.0000000000         7974.0395203294
         170.0000000000        10392.3559338276
         180.0000000000        11360.3829826135
         190.0000000000        10543.5637217197
         200.0000000000         8290.4726396647
         210.0000000000         5357.3009549319
         220.0000000000         2577.1854098460
         230.0000000000          679.4373552991
         240.0000000000            0.0000000000
         250.0000000000          621.6632309020
         260.0000000000         2388.2071810564
         270.0000000000         4932.1852688565
         280.0000000000         7764.4274880221
         290.0000000000        10147.6409684757
         300.0000000000        11315.3346560661
         310.0000000000        10767.1302856510
         320.0000000000         8681.2730426809
         330.0000000000         5711.9298462703
         340.0000000000         2787.5667135356
         350.0000000000          751.0662424852
         360.0000000000           33.0235372085
