             angle (deg)             energy (J/mol)
           0.0000000000           11.8147493328
          10.0000000000          132.8870498383
          20.0000000000         1403.4346942622
          30.0000000000         3653.0706184043
          40.0000000000         6494.4364496516
          50.0000000000         9407.3471520079
          60.0000000000        11807.4636005118
          70.0000000000        13302.2000523941
          80.0000000000        13744.2528380301
          90.0000000000        13187.1007641035
         100.0000000000        11870.0292621458
         110.0000000000        10291.6811418144
         120.0000000000         8885.3662741465
         130.0000000000         7969.6680630300
         140.0000000000         7676.5730118239
         150.0000000000         7947.4117007454
         160.0000000000         8551.5497201445
         170.0000000000         9189.3256437140
         180.0000000000         9577.3535187996
         190.0000000000         9523.3207317584
         200.0000000000         9016.2080595845
         210.0000000000         8268.7492538861
         220.0000000000         7553.2270285328
         230.0000000000         7123.5272196798
         240.0000000000         7184.6751113849
         250.0000000000         7784.9195144798
         260.0000000000         8823.1445530131
         270.0000000000        10049.1007078840
         280.0000000000        11106.1269508637
         290.0000000000        11617.6425862259
         300.0000000000        11291.7471653271
         310.0000000000        10021.4016843438
         320.0000000000         7940.4383731415
         330.0000000000         5428.2025786623
         340.0000000000         2950.9699483181
         350.0000000000         1010.5076364645
         360.0000000000            0.0000000000
